NB;NAME;NAME_MOD;COUNTRY;LATITUDE;LONGITUDE;FOUNDATION;Mi;My;Pn;AUTH_ANC;AUTH_MOD;DOC1_Papers;DOC2_papers;DOC3_www;DOC4_www;WIKIPEDIA;PLEIADES;DARE;TRISMEGISTOS;TOPOSText;AM;PP;RE;SI;SU;PS;BW;QU;PL;MO;CN;SL;SH;SY;EX;LK;PH;HO;VM;FT;FP;QR;FO;SW
42;Devana, Devoni, on R Deoua;Aberdeen, on R Don;UK;57,14735;-2,04994;100;;;;;;;;;;https://en.wikipedia.org/wiki/Aberdeen;https://pleiades.stoa.org/places/89164;http://imperium.ahlfeldt.se/places/25316;https://www.trismegistos.org/place/19705;https://topostext.org/place/571000UDev;m;;;;;X;;;;;;;;;;;;;;;;;;
42,1;;Roman camp at Raedykes;UK;57,00200;-2,26300;100;;;;;;;;https://ancientmonuments.uk/127383;;https://en.wikipedia.org/wiki/Raedykes;;;;;m;;;;;;;;;;;;;;;;;;;;;;X;
42,2;;Roman camp at Dun, on Montrose Basin;UK;56,72690;-2,50980;100;;;;;;;;https://ancientmonuments.uk/120300;;;;http://imperium.ahlfeldt.se/places/26298;;;m;;;X;;;;;;;;;;;;;;;;;;;X;
43;;Laws Hill, near Monifieth, oppidum on Firth of Tay;UK;56,50330;-2,82720;-500;;;;;;;;https://ancientmonuments.uk/127686;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;X;
43,1;R Taoua, Tawa, Taba, Taus;Roman camp at Invergowrie, on Firth of Tay;UK;56,45640;-3,06570;100;;;;;;;;https://ancientmonuments.uk/120182;;https://en.wikipedia.org/wiki/Invergowrie;;http://imperium.ahlfeldt.se/places/26292;;;m;;;X;;;;;;;;;;;;;;;;;;;X;
43,2;R Taoua, Tawa, Taba, Taus;Roman camp near Saint Madoes, on Firth of Tay;UK;56,36170;-3,28230;100;;;;;;;;https://ancientmonuments.uk/125651;;https://en.wikipedia.org/wiki/River_Tay;https://pleiades.stoa.org/places/89299;http://imperium.ahlfeldt.se/places/26288;https://www.trismegistos.org/place/19656;;m;;;X;;;;;;;;;;;;;;;;;;;X;
44;Horrea Classis, on R Tawa;Roman fort and naval base at Carpow, on Firth of Tay;UK;56,34570;-3,28330;-1000;;;;;Logboat wreck;;https://canmore.org.uk/site/196138;https://ancientmonuments.uk/126040;http://www.pkht.org.uk/projects/completed-projects/carpow-logboat/;https://en.wikipedia.org/wiki/Carpow_Roman_Fort;http://pleiades.stoa.org/places/89136;http://imperium.ahlfeldt.se/places/22987;;;m;;;X;;;;;;;;;;;;;;X;;;;;X;X
44,1;;Norman's Law oppidum on Firth of Tay;UK;56,36910;-3,12620;-500;;;;;;;;https://ancientmonuments.uk/124864;;https://en.wikipedia.org/wiki/Norman%27s_Law;;;;;m;;;X;;;;;;;;;;;;;;;;;;;X;
45;Largo, on R Bodotria;Largo, on Firth of Forth;UK;56,21000;-2,94300;;;;;;;;;;;https://en.wikipedia.org/wiki/Largo,_Fife;;;https://www.trismegistos.org/place/15039;;m;;;;;;;;;;;;;;;;;;;;;;;
45,1;Colania, Colanica, on R Bodotria;Camelon, on Firth of Forth;UK;56,00800;-3,81430;-30;;;;;;;;;;https://en.wikipedia.org/wiki/Camelon;https://pleiades.stoa.org/places/89148;http://imperium.ahlfeldt.se/places/25306;https://www.trismegistos.org/place/14527;;m;;;;;;;;;;;;;;;;;;;;;;X;
45,2;Velunia, Veluniate, on R Bodotria;Carriden House, at the eastern end of Antonine's wall, on Firth of Forth;UK;56,00950;-3,56080;100;;;;;;;;https://ancientmonuments.uk/126859;;https://en.wikipedia.org/wiki/Bo%27ness;http://pleiades.stoa.org/places/89309;http://imperium.ahlfeldt.se/places/23499;https://www.trismegistos.org/place/15347;;m;;;X;;;;;;;;;;;;;;;;;;;X;
46;;Cramond, on Firth of Forth;UK;55,97700;-3,29740;100;;;;;;;;https://ancientmonuments.uk/124482;;;http://pleiades.stoa.org/places/89153;http://imperium.ahlfeldt.se/places/25317;;;m;;r;;;X;;X;;;;;;;;;;;;;;;X;
46,1;;Arthur's Seat, Edimburgh, oppidum;UK;55,94370;-3,16230;-500;;;;;;;;;;https://en.wikipedia.org/wiki/Arthur%27s_Seat;;;;;m;;;;;;;;;;;;;;;;;;;;;;X;
47;;Inveresk, on Firth of Forth;UK;55,93800;-3,05480;100;;;;;;;;https://ancientmonuments.uk/121494;;https://en.wikipedia.org/wiki/Inveresk_Roman_Fort;http://pleiades.stoa.org/places/89207;http://imperium.ahlfeldt.se/places/25318;https://www.trismegistos.org/place/14693;;m;;;;;;;;;;;;;;;;;;;;;;X;
47,1;R Tinea;R Tyne;UK;56,00670;-2,58000;;;;;;;;;;;https://en.wikipedia.org/wiki/Tyne_River;https://pleiades.stoa.org/places/89301;http://imperium.ahlfeldt.se/places/43824;https://www.trismegistos.org/place/14817;;m;;;;;;;;;;;;;;;;;;;;;;;
48;;Tweedmouth, on R Tweed;UK;55,76380;-2,00400;100;;;;;;;;;;https://en.wikipedia.org/wiki/Tweedmouth;;http://imperium.ahlfeldt.se/places/25370;;;m;;;X;;X;;;;;;;;;;;;;;;;;X;
48,1;;Kippy Heugh oppidum;UK;55,60530;-1,80110;-500;;;;;;;;https://ancientmonuments.uk/112716;;;;;;;m;;;X;;;;;;;;;;;;;;;;;;;X;
49;Segedunum ;Wallsend, on R Tyne;UK;54,98765;-1,53207;100;;;;;Cleere;;;https://historicengland.org.uk/listing/the-list/list-entry/1005914;;https://en.wikipedia.org/wiki/Segedunum;https://pleiades.stoa.org/places/89288;http://imperium.ahlfeldt.se/places/23087;https://www.trismegistos.org/place/14669;;m;;r;;;X;;X?;;;;;;;;;;;;;;;X;
50;Arbeia ;South Shields, at the eastern end of Hadrien's wall, near Newcastle;UK;55,00481;-1,43164;100;;;;;Dhaeze;;;https://historicengland.org.uk/images-books/publications/hadrians-wall/;;https://en.wikipedia.org/wiki/Arbeia;https://pleiades.stoa.org/places/89104;http://imperium.ahlfeldt.se/places/23088;https://www.trismegistos.org/place/14572;;m;;;;;X;;;;;;;;;;;;X;;;;;X;
50,1;;Sunderland, on R Wear;UK;54,90980;-1,38170;-3000;;;;;Dhaeze;;;;;https://en.wikipedia.org/wiki/Sunderland;;;https://www.trismegistos.org/place/14730;;m;;;;;;;;;;;;;;;;;;;;;;;
51;;possible lighthouse at Huntcliff ;UK;54,59385;-0,95875;100;;;;;Christiansen, Dhaeze;;;;;;http://pleiades.stoa.org/places/89202;http://imperium.ahlfeldt.se/places/23715;;;m;;;;;;;;;;;;;;;;X?;;;;;;X;
52;;possible lighthouse at Goldsborough ;UK;54,53974;-0,72460;100;;;;;Christiansen, Dhaeze;;;https://historicengland.org.uk/listing/the-list/list-entry/1016537;;https://en.wikipedia.org/wiki/Goldsborough,_Scarborough;http://pleiades.stoa.org/places/89194;http://imperium.ahlfeldt.se/places/23716;;;m;;;;;;;;;;;;;;;;X?;;;;;;X;
53;Dictium?;Whitby;UK;54,49540;-0,61192;100;;;;;;;;https://historicengland.org.uk/research/support-and-collaboration/research-and-english-heritage-trust/whitby-abbey/;;https://en.wikipedia.org/wiki/Whitby;;http://imperium.ahlfeldt.se/places/25458;;;m;;;;;X;;;;;;;;;;;;;;;;;X;
54;;possible lighthouse at Ravenscar ;UK;54,40180;-0,49000;300;;;;;Christiansen, Dhaeze;;;;;https://en.wikipedia.org/wiki/Ravenscar,_North_Yorkshire;http://pleiades.stoa.org/places/89277;http://imperium.ahlfeldt.se/places/23717;https://www.trismegistos.org/place/14828;;m;;;;;;;;;;;;;;;;X?;;;;;;X;
55;;possible lighthouse at Scarborough ;UK;54,28720;-0,38770;300;;;;;Christiansen, Dhaeze;;;https://historicengland.org.uk/listing/the-list/list-entry/1011374;;https://en.wikipedia.org/wiki/Scarborough_Castle;http://pleiades.stoa.org/places/89285;http://imperium.ahlfeldt.se/places/23718;https://www.trismegistos.org/place/14786;;m;;;;;X;;;;;;;;;;;X?;;;;;;X;
56;Portus Felix;possible lighthouse at Filey Brigg;UK;54,21250;-0,27330;300;;;;;Christiansen, Dhaeze;;;;;https://en.wikipedia.org/wiki/Filey_Brigg;http://pleiades.stoa.org/places/89185;http://imperium.ahlfeldt.se/places/23719;https://www.trismegistos.org/place/14747;;m;;;X;;;;;;;;;;;;;X?;;;;;;X;
57;Gabrantiucorum portuosus sinus, Praesidium, Praetorium;Bridlington? with Roman villas at Rudston & Harpham Grange;UK;54,08313;-0,15982;100;;;;Ptol, Geogr, 2, 3;Dhaeze;;;https://historicengland.org.uk/listing/the-list/list-entry/1013628;https://historicengland.org.uk/listing/the-list/list-entry/1005222;https://en.wikipedia.org/wiki/Rudston_Roman_villa;https://pleiades.stoa.org/places/89187;http://imperium.ahlfeldt.se/places/25459;https://www.trismegistos.org/place/14806;;a;;;;;X;;;;;;;;;;;;;;;;;X;
58;;Trinity Burial Ground, Hull, on R Humber;UK;53,74040;-0,34250;70;;;;;;Historic England (2016);;https://www.hulldailymail.co.uk/news/hull-east-yorkshire-news/what-romans-ever-hull-new-6186159;;https://en.wikipedia.org/wiki/Kingstonupon_Hull;;;;;m;;r;;;;;;;;;;;;;;;;X;;;;;
59;Petuaria, on R Abus, Abos;Brough on R Humber, Roman naval base;UK;53,72880;-0,57840;-1800;;;;;Dhaeze, Cleere, Pitassi, sewn-plank boat wrecks at North Ferriby & Kilnsea;Halkon (2011);;https://historicengland.org.uk/listing/the-list/list-entry/1005219;http://www.ferribyboats.co.uk/;https://en.wikipedia.org/wiki/Petuaria;http://pleiades.stoa.org/places/79639;http://imperium.ahlfeldt.se/places/20694;https://www.trismegistos.org/place/14521;;m;;r;X;;X;;X?;;;;;;;;;;;X;;;;;X
60;;Faxfleet on R Humber, in front of outlet of R Trisantona (R Trent);UK;53,70473;-0,69012;100;;;;;Pitassi;Halkon (2012);;;;https://en.wikipedia.org/wiki/Faxfleet;https://pleiades.stoa.org/places/79724;http://imperium.ahlfeldt.se/places/43826;https://www.trismegistos.org/place/20288;;m;;;X;;;;;;;;;;;;;;;;;;;;
60,1;Ad Abum, on R Abus, Abos;Winteringham on R Humber;UK;53,68720;-0,59080;-850;;;;;Pitassi, sewn-plank boat & logboat wrecks at Brigg, on R Ancholme;;;https://historicengland.org.uk/listing/the-list/list-entry/1005243;https://www2.rgzm.de/navis2/home/frames.htm;https://en.wikipedia.org/wiki/Winteringham;https://pleiades.stoa.org/places/79281;http://imperium.ahlfeldt.se/places/25466;https://www.trismegistos.org/place/14622;;m;;;X;;;;;;;;;;;;;;;;;;;;X
61;;Gibraltar Point, near Skegness;UK;53,08239;0,32194;100;;;;;Dhaeze;;;;;https://en.wikipedia.org/wiki/Gibraltar_Point;;http://imperium.ahlfeldt.se/places/25464;;;m;;;X;;;;;;;;;;;;;;;;;;;;
61,1;;Sleaford, on R Slea;UK;53,00070;-0,40100;100;;;;;;;;;;https://en.wikipedia.org/wiki/Sleaford;http://pleiades.stoa.org/places/79687;http://imperium.ahlfeldt.se/places/25548;;;m;;;X;;;;;;;;;;;;;;;;;;;;
61,2;Durobrivae;Water Newton, on R Nene;UK;52,55830;-0,34770;100;;;;;;;;https://historicengland.org.uk/listing/the-list/list-entry/1021429;;https://en.wikipedia.org/wiki/Peterborough;http://pleiades.stoa.org/places/79432;http://imperium.ahlfeldt.se/places/23058;https://www.trismegistos.org/place/14583;;m;;;X;;;;;;;;;;;;;;;;;;;X;
61,3;;Roman fort at Longthorpe, on R Nene;UK;52,56480;-0,29300;50;;;;;;;;https://historicengland.org.uk/listing/the-list/list-entry/1006834;;https://en.wikipedia.org/wiki/Longthorpe,_Peterborough;http://pleiades.stoa.org/places/442436712;http://imperium.ahlfeldt.se/places/23059;;;m;;;X;;X;;;;;;;;;;;;;;;;;X;
61,4;;Bronze Age settlement at Must Farm;UK;52,55520;-0,17730;-1000;;;;;shipwrecks;Knight (2019);;;http://www.mustfarm.com/bronze-age-river/archaeology/;https://en.wikipedia.org/wiki/Must_Farm_Bronze_Age_settlement;;;;;m;;;;;;;;;;;X;X;;;;;;;;;;;
61,5;;Stonea, oppidum, in the Fens;UK;52,51620;0,13220;-500;;;;;;;;https://historicengland.org.uk/listing/the-list/list-entry/1012539;;https://en.wikipedia.org/wiki/Stonea;http://pleiades.stoa.org/places/79696;http://imperium.ahlfeldt.se/places/25753;;;m;;;X;;;;;;;;;;;;;;;;;;;X;
61,6;;Denver, on R Ouse;UK;52,58380;0,34950;100;;;;;;;;;;https://en.wikipedia.org/wiki/Denver,_Norfolk;;http://imperium.ahlfeldt.se/places/25657;;;m;;;X;;X;;;;;;;;;;;;;;;;;;
62;;Holme next the Sea, with possible lighthouse at Thornham;UK;52,97488;0,52171;100;;;;;Dhaeze;;;;;https://en.wikipedia.org/wiki/Thornham,_Norfolk;;http://imperium.ahlfeldt.se/places/25650;;;m;;;;;;;;;;;;;;;;;;;;;;;
63;Branodunum ;Brancaster;UK;52,96400;0,65230;200;;;;;Cleere, Dhaeze;Wilmott (2018);;https://historicengland.org.uk/listing/the-list/list-entry/1003983;;https://en.wikipedia.org/wiki/Branodunum;http://pleiades.stoa.org/places/79346;http://imperium.ahlfeldt.se/places/18916;https://www.trismegistos.org/place/15419;;m;;;X;;X;;;;;;;;;;;;;;;;;X;
63,1;;Holkham oppidum;UK;52,96730;0,78950;-500;;;;;;;;https://historicengland.org.uk/listing/the-list/list-entry/1018014;;https://en.wikipedia.org/wiki/Holkham_Camp;;;;;m;;;;;;;;;;;;;;;;;;;;;;X;
63,2;;Warham oppidum;UK;52,93020;0,89050;-500;;;;;;;;https://historicengland.org.uk/listing/the-list/list-entry/1018015;;https://en.wikipedia.org/wiki/Warham,_Norfolk;;;;;m;;;;;;;;;;;;;;;;;;;;;;X;
63,3;;Paston;UK;52,85700;1,44970;;;;;;;;;;;https://en.wikipedia.org/wiki/Paston,_Norfolk;;;https://www.trismegistos.org/place/14874;;m;;;;;;;;;;;;;;;;;;;;;;;
64;;Caister on Sea, north of Great Yarmouth, might have had a Roman port? ;UK;52,65000;1,71900;200;;;;;Cleere, Dhaeze;Wilmott (2018);;https://historicengland.org.uk/listing/the-list/list-entry/1015268;;https://en.wikipedia.org/wiki/Caister-on-Sea;http://pleiades.stoa.org/places/79365;http://imperium.ahlfeldt.se/places/18915;;;m;;;;;;;;;;;;;;;;;;;;;;X;
65;Gariannonum, Gariannum, on R Gariennus;Burgh Castle, west of Great Yarmouth, on R Yare-Waveney;UK;52,58250;1,65147;300;;;;;Cleere, Dhaeze;Wilmott (2018);;https://historicengland.org.uk/listing/the-list/list-entry/1372902;;https://en.wikipedia.org/wiki/Gariannonum;http://pleiades.stoa.org/places/79475;http://imperium.ahlfeldt.se/places/18914;https://www.trismegistos.org/place/15383;;m;;;X;;X;;;;;;;;;;;;;;;;;X;
65,1;;Herringfleet, near Corton;UK;52,52170;1,65140;;;;;;Dhaeze;;;;;https://en.wikipedia.org/wiki/Herringfleet;;;https://www.trismegistos.org/place/15113;;m;;;;;;;;;;;;;;;;;;;;;;;
66;;Wenhaston, on R Blyth;UK;52,32700;1,55400;50;;;;;;Steerwood (2003);;;;https://en.wikipedia.org/wiki/Wenhaston;;http://imperium.ahlfeldt.se/places/25665;;;m;;;X;;;;;;;;;;;;;;;;;;;X;
66,1;Sitomagus, Senomagus?;East Green, on R Hundred;UK;52,23830;1,51860;50;;;;;;Steerwood (2003);;;https://joemasonspage.wordpress.com/2016/03/08/sitomagus/;https://en.wikipedia.org/wiki/Sitomagus;https://pleiades.stoa.org/places/83883;imperium.ahlfeldt.se/places/25665;https://www.trismegistos.org/place/18976;;m;;;X;;;;;;;;;;;;;;;;;;;;
66,2;;Roman villa at Knodishall, on R Hundred;UK;52,20260;1,54680;50;;;;;;Steerwood (2003);;;;https://en.wikipedia.org/wiki/Knodishall;;;;;m;;;X;;;;;;;;;;;;;;;X;;;;;
66,3;;Roman villa at Farnham, near R Alde;UK;52,17250;1,46640;50;;;;;;;;;;https://en.wikipedia.org/wiki/Farnham,_Suffolk;;http://imperium.ahlfeldt.se/places/25953;;;m;;;X;;;;;;;;;;;;;;;X;;;;;
67;;Walton Castle, north of Felixstowe, now submerged offshore ;UK;51,97200;1,38000;300;;;;;Dhaeze;Wilmott (2018);;;;https://en.wikipedia.org/wiki/Walton_Castle,_Suffolk;http://pleiades.stoa.org/places/79744;http://imperium.ahlfeldt.se/places/23720;;;m;;rs;;;;;;;;;;;;;;;;;;;;X;
67,1;;Martlesham;UK;52,07300;1,28040;;;;;;;;;;;https://en.wikipedia.org/wiki/Martlesham;;;https://www.trismegistos.org/place/14948;;m;;;;;;;;;;;;;;;;;;;;;;;
67,2;;Whitton;UK;52,08300;1,13070;;;;;;;;;;;https://en.wikipedia.org/wiki/Whitton,_Mid_Suffolk;;;https://www.trismegistos.org/place/14635;;m;;;;;;;;;;;;;;;;;;;;;;;
68;;Roman villa at Little Oakley;UK;51,91510;1,23090;50;;;;;;;;;;https://en.wikipedia.org/wiki/Little_Oakley,_Essex;;http://imperium.ahlfeldt.se/places/25952;;;m;;;;;;;;;;;;;;;;;;X;;;;;
68,1;Ad Ansam;Higham Marsh, on R Stour;UK;51,97690;0,96740;50;;;;;;;;;;https://en.wikipedia.org/wiki/Higham,_Babergh;http://pleiades.stoa.org/places/79283;http://imperium.ahlfeldt.se/places/23054;https://www.trismegistos.org/place/15106;;m;;;X;;;;;;;;;;;;;;;;;;;;
68,2;;Felixstowe West Rocks, submerged Roman fort?;UK;51,90000;1,39000;50;;;;;Dhaeze;;;https://heritage.suffolk.gov.uk/monument/MSF14825;;;;;;;m;;rs;;;;;;;;;;;;;;;;;;;;X?;
69;Port of Camulodunum ;Fingringhoe Wick, with several Roman villas, near Colchester, on R Colne;UK;51,83524;0,97452;50;;;;;Cleere;;;;;https://en.wikipedia.org/wiki/Fingringhoe_Wick;http://pleiades.stoa.org/places/79393;http://imperium.ahlfeldt.se/places/20678;https://www.trismegistos.org/place/14577;;m;;;X;;;;;;;;;;;;;;;X;;;;;
69,1;;Roman villa at West Mersea;UK;51,77520;0,91150;50;;;;;Shipwreck at Mersea;;;https://historicengland.org.uk/listing/the-list/list-entry/1002195;;https://en.wikipedia.org/wiki/West_Mersea;https://pleiades.stoa.org/places/155499663;http://imperium.ahlfeldt.se/places/25949;;;m;;;;;X;;;;;;;;;;;;;X;;;;;X
70;;Heybridge-Maldon, on R Blackwater, might have had a Roman port?;UK;51,72052;0,70779;50;;;;;;;;;;https://en.wikipedia.org/wiki/Heybridge,_Maldon;;;https://www.trismegistos.org/place/15110;;m;;;X;;;;;;;;;;;;;;;;;;;;
71;Othona portus ;Bradwell on Sea, south of Colchester;UK;51,73540;0,94020;300;;;;;Cleere, Dhaeze, Hazlitt;Wilmott (2018);;https://historicengland.org.uk/listing/the-list/list-entry/1110942;;https://en.wikipedia.org/wiki/Othona;http://pleiades.stoa.org/places/79631;http://imperium.ahlfeldt.se/places/18913;https://www.trismegistos.org/place/15423;;m;;r;;;;;X?;;;;;;;;;;;;;;;X;
72;;Hadleigh with possible lighthouse;UK;51,54423;0,60884;;;;;;Dhaeze;;;https://historicengland.org.uk/listing/the-list/list-entry/1123687;;https://en.wikipedia.org/wiki/Hadleigh_Castle;;http://imperium.ahlfeldt.se/places/39027;;;m;;;X;;;;;;;;;;;;;;;;;;;X;
72,1;;Mucking;UK;51,50400;0,42800;;;;;;;;;;;https://en.wikipedia.org/wiki/Mucking_(archaeological_site);;;https://www.trismegistos.org/place/14925;;m;;;;;;;;;;;;;;;;;;;;;;;
73;Londinium, Lindonium, on R Tamesis;London river port on the Thames, near Regis House ;UK;51,51010;-0,08640;50;;;;Marcian, Peripl, 2, 44;Cleere, Trethewey, Huissen, shipwrecks at Blackfriars & County Hall & New Guy's House & Royal Albert Dock logboat;Milne (2005);Milne (1985);Revillion (2007);;https://en.wikipedia.org/wiki/Londinium;http://pleiades.stoa.org/places/79574;http://imperium.ahlfeldt.se/places/1888;https://www.trismegistos.org/place/11298;https://topostext.org/place/515000ULon;a;;r;X;;X;;X?;;;;;;;;;X?;;;;;;;X
74;Noviomagus Cantiacorum;Dartford;UK;51,45100;0,17800;50;;;;;;;;;;https://en.wikipedia.org/wiki/Noviomagus_Cantiacorum;http://pleiades.stoa.org/places/79623;http://imperium.ahlfeldt.se/places/23130;https://www.trismegistos.org/place/18974;https://topostext.org/place/515002UNov;m;;;X;;;;;;;;;;;;;;;;;;;;
74,1;;Roman villa at Tenters Hill Field, Dartford;UK;51,43890;0,22350;50;;;;;;;;;;https://en.wikipedia.org/wiki/Dartford;;http://imperium.ahlfeldt.se/places/25940;;;m;;;X;;;;;;;;;;;;;;;X;;;;;
74,2;;Roman villa at Wilmington, Dartford;UK;51,43490;0,21660;50;;;;;;;;;;https://en.wikipedia.org/wiki/Dartford;;http://imperium.ahlfeldt.se/places/25939;;;m;;;X;;;;;;;;;;;;;;;X;;;;;
74,3;;Roman villa at Darenth, near Dartford;UK;51,41330;0,24660;50;;;;;;;;https://historicengland.org.uk/listing/the-list/list-entry/1012965;;https://en.wikipedia.org/wiki/Dartford;http://pleiades.stoa.org/places/79413;http://imperium.ahlfeldt.se/places/25630;;;m;;;X;;;;;;;;;;;;;;;X;;;;;
75;Vagniacis;Springhead, near Southfleet;UK;51,42800;0,32520;50;;;;;;;;;;https://en.wikipedia.org/wiki/Springhead,_Kent;http://pleiades.stoa.org/places/79729;http://imperium.ahlfeldt.se/places/25632;https://www.trismegistos.org/place/14760;;m;;;X;;;;;;;;;;;;;;;;;;;;
76;Durobrivae ;Rochester, on R Medway;UK;51,39000;0,50140;50;;;;;Cleere;;;https://historicengland.org.uk/listing/the-list/list-entry/1336100;;https://en.wikipedia.org/wiki/History_of_Rochester,_Kent;http://pleiades.stoa.org/places/79432;http://imperium.ahlfeldt.se/places/23131;https://www.trismegistos.org/place/14582;https://topostext.org/place/514005UDur;m;;;X;;X;;;;;;;;;;;;;;;;;;
77;Durolevum;Ospringe, south of Faversham, with several Roman villas;UK;51,30690;0,86840;50;;;;;;;;;;https://en.wikipedia.org/wiki/Durolevum;https://pleiades.stoa.org/places/799667225;http://imperium.ahlfeldt.se/places/25645;https://www.trismegistos.org/place/14884;;m;;;X;;;;;;;;;;;;;;;;;;;;
78;Regulbium;possible lighthouse at Reculver, west of Margate;UK;51,37950;1,20000;200;;;;;Cleere, Trethewey, Dhaeze, shipwreck at Pudding Pan, on Herne Bay;Wilmott (2018);Walsh (2017);;;https://en.wikipedia.org/wiki/Regulbium;http://pleiades.stoa.org/places/79654;http://imperium.ahlfeldt.se/places/18912;https://www.trismegistos.org/place/14549;;m;;;;;;;;;;;;;;;;X?;;;;;;X;X
79;Tanatus insula, Toliapis? Taniatide?;Isle of Thanet, near Ramsgate, now connected to mainland;UK;51,36591;1,40277;50;;;;;;;;;;https://en.wikipedia.org/wiki/Isle_of_Thanet;http://pleiades.stoa.org/places/79719;http://imperium.ahlfeldt.se/places/41713;https://www.trismegistos.org/place/14955;;m;;;X;;X;;;;;;;;;;;;;;;;;;
79,1;;Cliffsend Farm, with Bronze Age settlement, possible landing place of Caesar in 54 BC at Pegwell Bay;UK;51,33000;1,38200;-1500;;;;;;Ling (2014);;https://www.wessexarch.co.uk/our-work/cliffs-end-farm;https://www.megalithic.co.uk/article.php?sid=37855;https://en.wikipedia.org/wiki/Pegwell_Bay;;;;;m;;;;;;;;;;;;;;;;;;;;;;X;
80;Rutupiae, Ritupium ;Roman naval base at Richborough, probable first landing place of Romans in 43 AD;UK;51,29306;1,33241;300;;;;Antonine, Itin Mar;Cleere, Pitassi, Trethewey, Dhaeze;Wilmott (2018);;https://historicengland.org.uk/listing/the-list/list-entry/1014642;;https://en.wikipedia.org/wiki/Richborough_Castle;http://pleiades.stoa.org/places/79664;http://imperium.ahlfeldt.se/places/18911;https://www.trismegistos.org/place/14825;https://topostext.org/place/513013URut;a;;;X;;;;;;;;;;;;;X;;;;;;X;
81;Portus Dubris, home port of Classis Britannica fleet ;Dover: port at the outlet of R Dour, with its two famous ancient lighthouses;UK;51,12520;1,31610;50;;;;;Cleere, Christiansen, Trethewey, Pitassi, Dhaeze, sewn-plank boat wrecks at Dover & Langdon Bay;Delacroix (2013);Wilmott (2018);https://historicengland.org.uk/listing/the-list/list-entry/1019075;https://www2.rgzm.de/navis2/home/frames.htm;https://en.wikipedia.org/wiki/Dubris;http://pleiades.stoa.org/places/79646;http://imperium.ahlfeldt.se/places/18910;https://www.trismegistos.org/place/15253;https://topostext.org/place/511013FPor;m;;r;;;X;;;;;;;;;;;X;;;;;;X;X
81,1;;Roman villa at East Wear Bay, near Folkestone;UK;51,08880;1,19860;-500;;;;;;Richardson (2020);;https://historicengland.org.uk/listing/the-list/list-entry/1005158;;https://en.wikipedia.org/wiki/East_Cliff_and_Warren_Country_Park;http://pleiades.stoa.org/places/79467;http://imperium.ahlfeldt.se/places/25643;https://www.trismegistos.org/place/15204;;m;;;;;X;;;;;;;;;;;;;X;;;;;
82;Portus Lemanis ;Stutfall Castle, near Lympne castle;UK;51,06820;1,02030;300;;;;;Cleere, Dhaeze, Hazlitt;Wilmott (2018);;https://historicengland.org.uk/listing/the-list/list-entry/1005179;;https://en.wikipedia.org/wiki/Portus_Lemanis;http://pleiades.stoa.org/places/79647;http://imperium.ahlfeldt.se/places/18909;https://www.trismegistos.org/place/14967;;m;;;X;;;;;;;;;;;;;;;;;;;X;
82,1;Ridunum;Rye, near Camber Castle, on R Brede;UK;50,94600;0,74600;50;;;;;Dhaeze;;;https://historicengland.org.uk/listing/the-list/list-entry/1234738;;https://en.wikipedia.org/wiki/Rye,_East_Sussex;;;;;m;;;;;;;;;;;;;;;;;;;;;;X?;
83;Mutuantonis?;Hastings oppidum;UK;50,85940;0,60180;-500;;;;;;Wilkes (2004);;https://historicengland.org.uk/listing/the-list/list-entry/1011086;;https://en.wikipedia.org/wiki/Hastings;;http://imperium.ahlfeldt.se/places/25642;;;m;;;;;;;;;;;;;;;;;;;;;;X;
